,data_collected_date,channel_id,video_id,video_comment_id,video_comment_textDisplay,video_comment_textOriginal,video_comment_authorDisplayName,video_comment_canRate,video_comment_likeCount,video_comment_publishedAt_datetime,video_comment_canReply,video_comment_totalReplyCount,video_comment_isPublic,video_comment_textDisplay_sentiment
954,2024-10-26 14:31:27.451916,UCa1d9ZXVMU0BZQRXZHt8Cpw,aaHDOD-gJ_0,Ugys5gubFIO0_eg2fSp4AaABAg,溫馨提示：觀看此影片的觀眾可以呼吸,溫馨提示：觀看此影片的觀眾可以呼吸,@mastzerk9115,1,0,2024-09-30 11:43:37,1,0,1,NEGATIVE
955,2024-10-26 14:31:28.269446,UCa1d9ZXVMU0BZQRXZHt8Cpw,aaHDOD-gJ_0,Ugzo0LMSsu65sY0g-d94AaABAg,我覺得沖身同洗頭真係要分開計😂,我覺得沖身同洗頭真係要分開計😂,@whfmd8935,1,0,2024-09-28 18:54:51,1,0,1,NEGATIVE
956,2024-10-26 14:31:29.017639,UCa1d9ZXVMU0BZQRXZHt8Cpw,aaHDOD-gJ_0,UgxTgaZUaX8nd4f-Sep4AaABAg,隔住個mon都聞到陣臭味,隔住個mon都聞到陣臭味,@educatedfool420,1,0,2024-09-27 07:47:03,1,0,1,NEGATIVE
957,2024-10-26 14:31:29.744058,UCa1d9ZXVMU0BZQRXZHt8Cpw,aaHDOD-gJ_0,UgyuI1pWWbOo9yM_dPN4AaABAg,覺得自己有少少變態，食lunch 先黎睇呢集🤣,覺得自己有少少變態，食lunch 先黎睇呢集🤣,@chaung3013,1,1,2024-09-24 05:43:44,1,0,1,NEGATIVE
958,2024-10-26 14:31:30.521008,UCa1d9ZXVMU0BZQRXZHt8Cpw,aaHDOD-gJ_0,UgwyW2cTxCaepBuHkcp4AaABAg,太偉大了，我最高紀錄只是四天不沖涼洗頭，因為疫情反正Wan在家，但我在北京的日子我朋友教我每天放工後回家不要沖涼洗頭直到第二天早上才做，那麼我們就把我們的床，變成一個污糟的地方，每晚瞓覺就讓他污糟一下。其實也很爽😮,太偉大了，我最高紀錄只是四天不沖涼洗頭，因為疫情反正Wan在家，但我在北京的日子我朋友教我每天放工後回家不要沖涼洗頭直到第二天早上才做，那麼我們就把我們的床，變成一個污糟的地方，每晚瞓覺就讓他污糟一下。其實也很爽😮,@souphow-to-soup,1,0,2024-09-23 17:16:48,1,0,1,NEGATIVE
959,2024-10-26 14:31:31.181076,UCa1d9ZXVMU0BZQRXZHt8Cpw,aaHDOD-gJ_0,UgwIyV4KlvruDG0PA6J4AaABAg,無聊當有趣,無聊當有趣,@hollyjudger,1,0,2024-09-23 12:24:32,1,0,1,NEGATIVE
960,2024-10-26 14:31:31.902126,UCa1d9ZXVMU0BZQRXZHt8Cpw,aaHDOD-gJ_0,UgyWyDCemFybM-MUxr14AaABAg,幾年前因為做完手術，唔可以沖涼，由開始留醫至出院、拆釘、傷口埋咗、姑娘話可以沖涼，總共三星期冇沖涼，只可以抹身，不過有洗頭嘅，不幸中之大幸係六月未算好熱，當正式可以用花灑由頭淋到落腳時，好感動，以前日日做嘅例行公事，原來可以咁爽㗎🎉,幾年前因為做完手術，唔可以沖涼，由開始留醫至出院、拆釘、傷口埋咗、姑娘話可以沖涼，總共三星期冇沖涼，只可以抹身，不過有洗頭嘅，不幸中之大幸係六月未算好熱，當正式可以用花灑由頭淋到落腳時，好感動，以前日日做嘅例行公事，原來可以咁爽㗎🎉,@rebeccang4893,1,1,2024-09-23 09:44:20,1,0,1,NEGATIVE
961,2024-10-26 14:31:32.689323,UCa1d9ZXVMU0BZQRXZHt8Cpw,aaHDOD-gJ_0,UgyjqVEE9ytqAtMGrS94AaABAg,我試過一個月冇沖涼，剩係用水抹重要部位，而且我係成個月都宅喺屋企冇出過街冇流汗，事後同屋企人講返佢哋都嚇咗跳，不過佢哋話聞唔到我身上有味，之後我有段時期係一星期沖一次涼，又係宅屋企唔出街每日會抹下身，出街前唔沖涼但出完街就一定會沖，依家我係隔一日沖一次涼，出街前沖涼出完都沖，而且枕頭套每星期會換一次，其實唔知關唔關少沖涼事，我由細到大好少病，3-5年先會有一次感冒。,我試過一個月冇沖涼，剩係用水抹重要部位，而且我係成個月都宅喺屋企冇出過街冇流汗，事後同屋企人講返佢哋都嚇咗跳，不過佢哋話聞唔到我身上有味，之後我有段時期係一星期沖一次涼，又係宅屋企唔出街每日會抹下身，出街前唔沖涼但出完街就一定會沖，依家我係隔一日沖一次涼，出街前沖涼出完都沖，而且枕頭套每星期會換一次，其實唔知關唔關少沖涼事，我由細到大好少病，3-5年先會有一次感冒。,@lhlayla2627,1,0,2024-09-23 09:18:37,1,0,1,NEGATIVE
962,2024-10-26 14:31:33.570483,UCa1d9ZXVMU0BZQRXZHt8Cpw,aaHDOD-gJ_0,UgzhzrWdtPfU4LWjcAd4AaABAg,香港地咁熱一定唔可以唔沖涼。😂,香港地咁熱一定唔可以唔沖涼。😂,@tinlunlau1,1,0,2024-09-22 12:26:37,1,0,1,NEGATIVE
963,2024-10-26 14:31:34.299593,UCa1d9ZXVMU0BZQRXZHt8Cpw,aaHDOD-gJ_0,UgzvhFgjE_nRUm_gC394AaABAg,黎m個陣唔沖涼好辛苦,黎m個陣唔沖涼好辛苦,@honghiutung5919,1,2,2024-09-21 21:48:21,1,0,1,NEGATIVE
964,2024-10-26 14:31:35.021712,UCa1d9ZXVMU0BZQRXZHt8Cpw,aaHDOD-gJ_0,UgyU6smWXbJfvWP97Op4AaABAg,反而想知淨用暖清水洗頭沖涼會點，外國有一排好興清水洗頭文化,反而想知淨用暖清水洗頭沖涼會點，外國有一排好興清水洗頭文化,@I.Q.U._Later,1,1,2024-09-20 22:21:11,1,0,1,NEGATIVE
965,2024-10-26 14:31:35.783756,UCa1d9ZXVMU0BZQRXZHt8Cpw,aaHDOD-gJ_0,UgxUEDCrVPZA5WKLtl54AaABAg,正！！,正！！,@yimemma7946,1,0,2024-09-20 14:10:51,1,0,1,POSITIVE
966,2024-10-26 14:31:36.427474,UCa1d9ZXVMU0BZQRXZHt8Cpw,aaHDOD-gJ_0,UgyCOVUl_05QbAKM2Cd4AaABAg,睇天氣同地區氣溫，有年冬天我喺五台山嘅一座寺廟住了半年都無洗過澡，係用布擦身。,睇天氣同地區氣溫，有年冬天我喺五台山嘅一座寺廟住了半年都無洗過澡，係用布擦身。,@kenyim5513,1,1,2024-09-18 06:07:53,1,0,1,NEGATIVE
967,2024-10-26 14:31:37.177502,UCa1d9ZXVMU0BZQRXZHt8Cpw,aaHDOD-gJ_0,UgzKCWs6ygCnbnyFRuN4AaABAg,住院病人好慘，無得沖涼，有D 病房，身都1 星期先幫你抹，床又唔俾你落，就算可以沖，你手上都有粒豆，都係唔方便沖,住院病人好慘，無得沖涼，有D 病房，身都1 星期先幫你抹，床又唔俾你落，就算可以沖，你手上都有粒豆，都係唔方便沖,@sardonnachin7312,1,0,2024-09-18 04:42:12,1,0,1,NEGATIVE
968,2024-10-26 14:31:37.826319,UCa1d9ZXVMU0BZQRXZHt8Cpw,aaHDOD-gJ_0,Ugycn4cZpz4J8uj9CAx4AaABAg,Thank you ❤,Thank you ❤,@slo7819,1,0,2024-09-17 05:57:45,1,0,1,POSITIVE
969,2024-10-26 14:31:38.494298,UCa1d9ZXVMU0BZQRXZHt8Cpw,aaHDOD-gJ_0,UgxXaU4CV66u10PK3yp4AaABAg,Chucky 係唔係處女座? 處女座好難接受到唔沖涼。,Chucky 係唔係處女座? 處女座好難接受到唔沖涼。,@edwardesign,1,0,2024-09-16 18:59:57,1,0,1,NEGATIVE
970,2024-10-26 14:31:39.228224,UCa1d9ZXVMU0BZQRXZHt8Cpw,aaHDOD-gJ_0,Ugwy8vVUpPrpzbbP4Uh4AaABAg,"丫~ 終於有人識欣賞 @格物<br><a href=""https://www.youtube.com/watch?v=ZZzCfYGb8Gw"">https://youtu.be/ZZzCfYGb8Gw?si=dpU0tACg_4phzUDi</a>","丫~ 終於有人識欣賞 @格物
https://youtu.be/ZZzCfYGb8Gw?si=dpU0tACg_4phzUDi",@maggieho2174,1,0,2024-09-16 17:13:01,1,0,1,NEGATIVE
971,2024-10-26 14:31:39.944712,UCa1d9ZXVMU0BZQRXZHt8Cpw,aaHDOD-gJ_0,UgwVm-G-dH9BDzKlo_l4AaABAg,一日唔沖涼都周身唔聚財，仲要7日😆，佩服兩位💪🏼,一日唔沖涼都周身唔聚財，仲要7日😆，佩服兩位💪🏼,@FLAMDK,1,0,2024-09-16 12:59:10,1,0,1,NEGATIVE
972,2024-10-26 14:31:40.659513,UCa1d9ZXVMU0BZQRXZHt8Cpw,aaHDOD-gJ_0,UgzsMk-B_7VKqsArXwx4AaABAg,如果唔沖涼會死😂 古代人全部死曬😂,如果唔沖涼會死😂 古代人全部死曬😂,@revolutionofourtimes6106,1,0,2024-09-16 12:16:06,1,0,1,NEGATIVE
973,2024-10-26 14:31:41.299524,UCa1d9ZXVMU0BZQRXZHt8Cpw,aaHDOD-gJ_0,UgwlmSW9O-K7W7_L6MN4AaABAg,有個fd做salon 佢個陣仲做緊洗頭仔 佢話好記得個陣有個呀叔兩至三個禮物先洗一次頭 就會去佢個間到洗 佢話次次都吱勁多下洗頭水俾個呀叔😂😂,有個fd做salon 佢個陣仲做緊洗頭仔 佢話好記得個陣有個呀叔兩至三個禮物先洗一次頭 就會去佢個間到洗 佢話次次都吱勁多下洗頭水俾個呀叔😂😂,@chungchan1020,1,1,2024-09-16 00:59:11,1,2,1,NEGATIVE
974,2024-10-26 14:31:43.775738,UCa1d9ZXVMU0BZQRXZHt8Cpw,aaHDOD-gJ_0,UgxsN9AfZqJrzaay1gR4AaABAg,濕疹患者加汗液過敏嘅我會直接爆炸,濕疹患者加汗液過敏嘅我會直接爆炸,@CC-ys5xb,1,0,2024-09-15 23:06:37,1,0,1,NEGATIVE
975,2024-10-26 14:31:44.540271,UCa1d9ZXVMU0BZQRXZHt8Cpw,aaHDOD-gJ_0,Ugy0patVCa3naTyS9e14AaABAg,下次做七日唔食飯，再下次七日唔痾屎等等，係咪冇題材？,下次做七日唔食飯，再下次七日唔痾屎等等，係咪冇題材？,@sklee5798,1,0,2024-09-15 20:44:44,1,0,1,NEGATIVE
976,2024-10-26 14:31:45.303336,UCa1d9ZXVMU0BZQRXZHt8Cpw,aaHDOD-gJ_0,UgweNyI_kLZrU3IA_ZN4AaABAg,你地做運動真係你講晒,你地做運動真係你講晒,@chicheukchan761,1,0,2024-09-15 18:57:23,1,0,1,NEGATIVE
977,2024-10-26 14:31:45.978615,UCa1d9ZXVMU0BZQRXZHt8Cpw,aaHDOD-gJ_0,Ugwud4_tbV9Ri3zb5cV4AaABAg,勁！,勁！,@MarkLee-np5xs,1,0,2024-09-15 15:59:13,1,0,1,POSITIVE
978,2024-10-26 14:31:46.700567,UCa1d9ZXVMU0BZQRXZHt8Cpw,aaHDOD-gJ_0,UgzJK5DOaJrR2eKBdq54AaABAg,點解第4日女仔可以沖涼？,點解第4日女仔可以沖涼？,@Eatbigbanana,1,1,2024-09-15 10:36:03,1,0,1,NEGATIVE
979,2024-10-26 14:31:47.514302,UCa1d9ZXVMU0BZQRXZHt8Cpw,aaHDOD-gJ_0,UgzlpSS25pv7iw-VTzB4AaABAg,"毛主席幾年唔沖涼,佢和年輕女同志愛愛時順便洗JJ,後來傳染性病給別人，他對醫生說，不影咱自已健康便無問題（資料來自毛澤東的私人醫生   李志綏）","毛主席幾年唔沖涼,佢和年輕女同志愛愛時順便洗JJ,後來傳染性病給別人，他對醫生說，不影咱自已健康便無問題（資料來自毛澤東的私人醫生   李志綏）",@YS-sz7th,1,1,2024-09-15 09:27:23,1,0,1,NEGATIVE
980,2024-10-26 14:31:48.347030,UCa1d9ZXVMU0BZQRXZHt8Cpw,aaHDOD-gJ_0,Ugx7-iduBJaqTfsigyd4AaABAg,你地真係好勁呀！！！,你地真係好勁呀！！！,@leehoyin4166,1,0,2024-09-15 03:02:12,1,0,1,POSITIVE
981,2024-10-26 14:31:49.043854,UCa1d9ZXVMU0BZQRXZHt8Cpw,aaHDOD-gJ_0,Ugzk2xvVA1FYxZRgQqN4AaABAg,真係辛苦晒牙朗同Chucky! <br>尤其牙朗係男人又油性頭皮要忍咁多日唔沖涼唔洗頭，堅難想像幾難頂😢,"真係辛苦晒牙朗同Chucky! 
尤其牙朗係男人又油性頭皮要忍咁多日唔沖涼唔洗頭，堅難想像幾難頂😢",@chi_1010,1,0,2024-09-14 17:36:31,1,0,1,NEGATIVE
982,2024-10-26 14:31:49.721753,UCa1d9ZXVMU0BZQRXZHt8Cpw,aaHDOD-gJ_0,UgyLHaGEEH_VF0Cr0mp4AaABAg,"good topic, good reflection!","good topic, good reflection!",@chingmankeung6434,1,0,2024-09-14 16:25:19,1,0,1,POSITIVE
983,2024-10-26 14:31:50.365428,UCa1d9ZXVMU0BZQRXZHt8Cpw,aaHDOD-gJ_0,UgymeBQHSxzFBt_yNJd4AaABAg,睇「羅馬浴場」就知道係希臘人開始。<br>另外，日本有唔少後生唔沖涼，有個電視節目中，有個女仔向電視節目嘅人直接講，另外一個同屋嘅女仔唔沖涼咗幾個月，好臭。<br>去到2個同租嘅單位後，花咗好多時間。終於個唔沖涼女仔喺節目面前話「好啦~我沖啦~」<br>但係過咗2個星期後，喺果段日子當中都係無沖過涼。,"睇「羅馬浴場」就知道係希臘人開始。
另外，日本有唔少後生唔沖涼，有個電視節目中，有個女仔向電視節目嘅人直接講，另外一個同屋嘅女仔唔沖涼咗幾個月，好臭。
去到2個同租嘅單位後，花咗好多時間。終於個唔沖涼女仔喺節目面前話「好啦~我沖啦~」
但係過咗2個星期後，喺果段日子當中都係無沖過涼。",@Liberation_ChocolatMelon,1,0,2024-09-14 11:07:43,1,0,1,NEGATIVE
984,2024-10-26 14:31:51.124425,UCa1d9ZXVMU0BZQRXZHt8Cpw,aaHDOD-gJ_0,UgwTYO3zTCivBcxbFcZ4AaABAg,七日唔沖涼個閪會臭㗎,七日唔沖涼個閪會臭㗎,@warehouseone8396,1,0,2024-09-14 08:43:04,1,0,1,NEGATIVE
985,2024-10-26 14:31:51.821772,UCa1d9ZXVMU0BZQRXZHt8Cpw,aaHDOD-gJ_0,Ugx3l1nbS4lRSSELnrx4AaABAg,Sls香港人真係好城市人好誇張,Sls香港人真係好城市人好誇張,@whh2574,1,0,2024-09-14 07:27:06,1,0,1,NEGATIVE
986,2024-10-26 14:31:52.554067,UCa1d9ZXVMU0BZQRXZHt8Cpw,aaHDOD-gJ_0,Ugx1xdAWrJVXNsO_yjN4AaABAg,沖吾沖涼好個人，我都冇定期沖涼嘅習慣，有需要先沖。完全吾受影響。<br>吾太出汗呱,"沖吾沖涼好個人，我都冇定期沖涼嘅習慣，有需要先沖。完全吾受影響。
吾太出汗呱",@LuciferK328,1,1,2024-09-14 06:48:22,1,0,1,NEGATIVE
987,2024-10-26 14:31:53.282887,UCa1d9ZXVMU0BZQRXZHt8Cpw,aaHDOD-gJ_0,UgzARVPme0TD1m92QHZ4AaABAg,香港大把老人家 其抹下身就算,香港大把老人家 其抹下身就算,@YipYipyip-zp7cb,1,0,2024-09-14 06:27:51,1,1,1,NEGATIVE
988,2024-10-26 14:31:54.735641,UCa1d9ZXVMU0BZQRXZHt8Cpw,aaHDOD-gJ_0,UgxTOPsWI6Q2ZdHPKn94AaABAg,個實驗 試下7日唔沖涼後 嘅腳  包你反胃,個實驗 試下7日唔沖涼後 嘅腳  包你反胃,@YipYipyip-zp7cb,1,0,2024-09-14 06:25:24,1,0,1,NEGATIVE
989,2024-10-26 14:31:55.472339,UCa1d9ZXVMU0BZQRXZHt8Cpw,aaHDOD-gJ_0,UgzCZaeZ_TYR9-7ZkpZ4AaABAg,睇片聞到味,睇片聞到味,@YipYipyip-zp7cb,1,0,2024-09-14 06:24:27,1,0,1,NEGATIVE
990,2024-10-26 14:31:56.144910,UCa1d9ZXVMU0BZQRXZHt8Cpw,aaHDOD-gJ_0,Ugx33Yodl7RmCJtFnf54AaABAg,話時話，點解你地兩個用同一條毛巾？你地住埋一齊尬？,話時話，點解你地兩個用同一條毛巾？你地住埋一齊尬？,@Kolakola-u7g,1,0,2024-09-14 02:26:15,1,0,1,NEGATIVE
991,2024-10-26 14:31:56.836868,UCa1d9ZXVMU0BZQRXZHt8Cpw,aaHDOD-gJ_0,UgwAPBlEp7ejCmhjvtV4AaABAg,Chucky 越来越靓女❤,Chucky 越来越靓女❤,@当当-k5l,1,1,2024-09-14 02:03:45,1,0,1,NEGATIVE
992,2024-10-26 14:31:57.477784,UCa1d9ZXVMU0BZQRXZHt8Cpw,aaHDOD-gJ_0,UgyVOvcAG6P_G_6Z6yN4AaABAg,Feel 到條賓周會勁臭 🤢,Feel 到條賓周會勁臭 🤢,@柏-v8i,1,0,2024-09-13 18:23:39,1,0,1,NEGATIVE
993,2024-10-26 14:31:58.116351,UCa1d9ZXVMU0BZQRXZHt8Cpw,aaHDOD-gJ_0,UgwGEGvJur5IEheo4KF4AaABAg,"<a href=""https://www.youtube.com/watch?v=aaHDOD-gJ_0&amp;t=132"">02:12</a>  aka 杜如風",02:12  aka 杜如風,@dickyskin,1,0,2024-09-13 08:58:51,1,0,1,NEGATIVE
994,2024-10-26 14:31:58.808605,UCa1d9ZXVMU0BZQRXZHt8Cpw,aaHDOD-gJ_0,UgzONMkC2UXcpdPNcd54AaABAg,中古時代歐洲唔興沖涼，用香水原因就係因為要掩蓋體味，當時1個月沖1次涼已經話係有潔癖了,中古時代歐洲唔興沖涼，用香水原因就係因為要掩蓋體味，當時1個月沖1次涼已經話係有潔癖了,@wingkykam,1,0,2024-09-13 08:10:39,1,0,1,NEGATIVE
995,2024-10-26 14:31:59.606741,UCa1d9ZXVMU0BZQRXZHt8Cpw,aaHDOD-gJ_0,Ugz4cTbxftGWiLoySup4AaABAg,香港是海洋氣候，潮濕又炎熱，細菌容易滋生，so 不適合七天不沖涼。<br>北方因為氣候乾燥寒冷，所以一星期不沖涼，身體也不會不舒服。<br>你們有沒有考慮氣候因素問題？不是什麼地方都適合不沖涼的，地埋位置是關鍵😂<br>小記還是多做資料搜集才做節目吧😂,"香港是海洋氣候，潮濕又炎熱，細菌容易滋生，so 不適合七天不沖涼。
北方因為氣候乾燥寒冷，所以一星期不沖涼，身體也不會不舒服。
你們有沒有考慮氣候因素問題？不是什麼地方都適合不沖涼的，地埋位置是關鍵😂
小記還是多做資料搜集才做節目吧😂",@kuki668,1,0,2024-09-13 06:44:33,1,0,1,NEGATIVE
996,2024-10-26 14:32:00.325333,UCa1d9ZXVMU0BZQRXZHt8Cpw,aaHDOD-gJ_0,UgzPuoUHYCfZ-ODUEah4AaABAg,不如搵集講下dry shampoo 🤓,不如搵集講下dry shampoo 🤓,@luckie4me,1,1,2024-09-13 02:52:51,1,1,1,NEGATIVE
997,2024-10-26 14:32:01.881702,UCa1d9ZXVMU0BZQRXZHt8Cpw,aaHDOD-gJ_0,Ugwv-TfdByyWsGlBT-h4AaABAg,首先要問你哋嘅屋企人接唔接受到？比唔比你地咁做,首先要問你哋嘅屋企人接唔接受到？比唔比你地咁做,@chankingking7823,1,0,2024-09-13 02:27:11,1,0,1,NEGATIVE
998,2024-10-26 14:32:02.529084,UCa1d9ZXVMU0BZQRXZHt8Cpw,aaHDOD-gJ_0,UgyNVWaHRsHT-qbfmbN4AaABAg,冬天冇汗出，所以唔會日日沖涼＇要節省水同肥皂,冬天冇汗出，所以唔會日日沖涼＇要節省水同肥皂,@chankingking7823,1,0,2024-09-13 02:23:35,1,0,1,NEGATIVE
999,2024-10-26 14:32:03.176044,UCa1d9ZXVMU0BZQRXZHt8Cpw,aaHDOD-gJ_0,UgwO54445uVOrUetTnV4AaABAg,最痴線唔係七日唔沖涼，係條毛巾有無水先…,最痴線唔係七日唔沖涼，係條毛巾有無水先…,@maples.2800,1,0,2024-09-12 21:20:59,1,0,1,NEGATIVE
1000,2024-10-26 14:32:04.669856,UCkRSiNm9lM7SaboZQtosv5Q,MOML7biyZLE,Ugzutbz4ds5YRYJRjBV4AaABAg,鍾意我啲片就記得撳個鐘仔，咁以後有啲咩新片出，你哋就會即時收到通知啦！<br>更多唔同嘅美食紀錄片   大家可以入去個頁面嗰度睇吓㗎 ！,"鍾意我啲片就記得撳個鐘仔，咁以後有啲咩新片出，你哋就會即時收到通知啦！
更多唔同嘅美食紀錄片   大家可以入去個頁面嗰度睇吓㗎 ！",@hkjerry,1,101,2024-09-24 11:14:49,1,3,1,NEGATIVE
1001,2024-10-26 14:32:07.761553,UCkRSiNm9lM7SaboZQtosv5Q,MOML7biyZLE,UgwamsKGbtP8AVEwL0h4AaABAg,功夫菜,功夫菜,@keisingwong516,1,0,2024-10-25 11:03:51,1,0,1,POSITIVE
1002,2024-10-26 14:32:08.412037,UCkRSiNm9lM7SaboZQtosv5Q,MOML7biyZLE,UgwHDNpy5S5PiV1B77N4AaABAg,食過 冇味精 真材實料❤,食過 冇味精 真材實料❤,@wiNG145,1,1,2024-10-24 10:47:08,1,0,1,NEGATIVE
1003,2024-10-26 14:32:09.044846,UCkRSiNm9lM7SaboZQtosv5Q,MOML7biyZLE,Ugyel2VNVzQgD766ccJ4AaABAg,職人❤,職人❤,@maxrun1968,1,0,2024-10-24 04:39:14,1,0,1,NEGATIVE
1004,2024-10-26 14:32:09.831847,UCkRSiNm9lM7SaboZQtosv5Q,MOML7biyZLE,Ugz2gdIL0_7Rl4UMl8d4AaABAg,文化資產~~~~謝謝~~~🎉🎉🎉🎉🎉🎉,文化資產~~~~謝謝~~~🎉🎉🎉🎉🎉🎉,@oviliatam7540,1,1,2024-10-20 17:01:11,1,0,1,NEGATIVE
1005,2024-10-26 14:32:10.652179,UCkRSiNm9lM7SaboZQtosv5Q,MOML7biyZLE,UgxiHAWaVLuBZvSmSpV4AaABAg,睇到師傅真係好鐘意自己做緊既野,睇到師傅真係好鐘意自己做緊既野,@takhingyau4084,1,1,2024-10-20 12:51:21,1,0,1,NEGATIVE
1006,2024-10-26 14:32:11.380138,UCkRSiNm9lM7SaboZQtosv5Q,MOML7biyZLE,UgxYtVxiftnUA58wb5R4AaABAg,師傅竟然一句粗口都無,師傅竟然一句粗口都無,@leechales1,1,0,2024-10-19 17:31:27,1,0,1,NEGATIVE
1007,2024-10-26 14:32:12.233331,UCkRSiNm9lM7SaboZQtosv5Q,MOML7biyZLE,UgxEwtT59mFvipkvISl4AaABAg,豬肚不用拆線?,豬肚不用拆線?,@古力姆,1,0,2024-10-19 15:50:52,1,0,1,NEGATIVE
1008,2024-10-26 14:32:13.128871,UCkRSiNm9lM7SaboZQtosv5Q,MOML7biyZLE,Ugz92TyvCPfic0Ims-x4AaABAg,辛苦😘😘😘師傅係藝術家，要去試吓！,辛苦😘😘😘師傅係藝術家，要去試吓！,@tongkk994,1,0,2024-10-19 11:23:17,1,0,1,NEGATIVE
1009,2024-10-26 14:32:13.754560,UCkRSiNm9lM7SaboZQtosv5Q,MOML7biyZLE,UgyQLzLweQJT5vLUblJ4AaABAg,點解飛水唔係分開飛水才塞入豬肚内,點解飛水唔係分開飛水才塞入豬肚内,@mantam7622,1,0,2024-10-19 03:13:50,1,0,1,NEGATIVE
1010,2024-10-26 14:32:14.548033,UCkRSiNm9lM7SaboZQtosv5Q,MOML7biyZLE,UgxsmcvbJHLif8aEoCZ4AaABAg,廚房佬未整過未食過 睇片都覺得係堅野,廚房佬未整過未食過 睇片都覺得係堅野,@blazeng451,1,0,2024-10-18 17:02:24,1,0,1,NEGATIVE
1011,2024-10-26 14:32:15.472346,UCkRSiNm9lM7SaboZQtosv5Q,MOML7biyZLE,UgxwFksQ9yP-N1sEspt4AaABAg,寶哥的家人好有口福😋👍<br>現在加拿大好難吃到正宗的粵菜，每個月都有數百家餐館破產執笠，真係好慘咁🤤,"寶哥的家人好有口福😋👍
現在加拿大好難吃到正宗的粵菜，每個月都有數百家餐館破產執笠，真係好慘咁🤤",@yukiw7709,1,0,2024-10-17 23:45:54,1,0,1,NEGATIVE
1012,2024-10-26 14:32:16.294999,UCkRSiNm9lM7SaboZQtosv5Q,MOML7biyZLE,UgwOA0JSq6_g6OncIEZ4AaABAg,想问下有无人知消费如何,想问下有无人知消费如何,@jmch1002,1,1,2024-10-17 05:29:49,1,2,1,NEGATIVE
1013,2024-10-26 14:32:18.591629,UCkRSiNm9lM7SaboZQtosv5Q,MOML7biyZLE,UgyBnnz-GGOjnTlBOE54AaABAg,跟台灣阿舍菜的烹調手法好像...,跟台灣阿舍菜的烹調手法好像...,@user-mt7ne2vr7v,1,1,2024-10-16 11:29:18,1,0,1,NEGATIVE
1014,2024-10-26 14:32:19.254124,UCkRSiNm9lM7SaboZQtosv5Q,MOML7biyZLE,Ugw9XUhO9j1JfSPlg_F4AaABAg,V v impressed &amp; moved Chef’s PASSION in<br>cooking. <br><br>Just a word of caution: 蒸燉時高溫中千祈不要用保鮮（膠）紙： 網上有好多文獻，說明膠的 用品在高溫下會釋放有毒toxins. 會cause cancer 的.  很多家庭主婦在微波爐蒸魚，常常慣用保鮮紙.😱☠️☠️☠️.,"V v impressed & moved Chef’s PASSION in
cooking. 

Just a word of caution: 蒸燉時高溫中千祈不要用保鮮（膠）紙： 網上有好多文獻，說明膠的 用品在高溫下會釋放有毒toxins. 會cause cancer 的.  很多家庭主婦在微波爐蒸魚，常常慣用保鮮紙.😱☠️☠️☠️.",@Gw17bvp28f,1,0,2024-10-16 09:47:07,1,0,1,POSITIVE
1015,2024-10-26 14:32:19.986620,UCkRSiNm9lM7SaboZQtosv5Q,MOML7biyZLE,UgxyYJ48ia6NN70GhkR4AaABAg,師傅好猛料 超有熱誠 肯教 解釋埋 冇保留 好堅嘅手工菜！！,師傅好猛料 超有熱誠 肯教 解釋埋 冇保留 好堅嘅手工菜！！,@honb,1,1,2024-10-16 01:58:10,1,0,1,POSITIVE
1016,2024-10-26 14:32:20.623471,UCkRSiNm9lM7SaboZQtosv5Q,MOML7biyZLE,Ugz79PFhrZpB0kSpGCp4AaABAg,回港一定要常試，請問地址和宝號的名字？,回港一定要常試，請問地址和宝號的名字？,@dorafung8671,1,2,2024-10-15 15:12:55,1,1,1,NEGATIVE
1017,2024-10-26 14:32:22.028287,UCkRSiNm9lM7SaboZQtosv5Q,MOML7biyZLE,Ugxop9OE7_jm49xnlYB4AaABAg,❤❤❤,❤❤❤,@poupouchan1972,1,0,2024-10-14 17:27:21,1,0,1,NEGATIVE
1018,2024-10-26 14:32:22.757344,UCkRSiNm9lM7SaboZQtosv5Q,MOML7biyZLE,Ugx9n7peaYRTKRWPEE54AaABAg,製作方法講到好詳細俾人知 就越令人知道佢每道菜有幾用心 而且完全無需要驚人抄襲 因為其他人一定無佢咁用心,製作方法講到好詳細俾人知 就越令人知道佢每道菜有幾用心 而且完全無需要驚人抄襲 因為其他人一定無佢咁用心,@vascoog4389,1,0,2024-10-13 16:40:47,1,0,1,NEGATIVE
1019,2024-10-26 14:32:23.457673,UCkRSiNm9lM7SaboZQtosv5Q,MOML7biyZLE,Ugyvge8Ww4iU_-9m34x4AaABAg,隻珍珠雞 一路提緊戴安娜 …..講到好似剩係得佢食過咁😂,隻珍珠雞 一路提緊戴安娜 …..講到好似剩係得佢食過咁😂,@chihongwu5080,1,1,2024-10-13 03:55:06,1,0,1,NEGATIVE
1020,2024-10-26 14:32:24.174891,UCkRSiNm9lM7SaboZQtosv5Q,MOML7biyZLE,UgynXldDFGp8G44SQ5l4AaABAg,"<a href=""https://www.youtube.com/watch?v=MOML7biyZLE&amp;t=1025"">17:05</a>",17:05,@tumuoingo8569,1,0,2024-10-12 07:47:22,1,0,1,NEGATIVE
